entity_id,entity_type,canonical_name,original_name,source_doc_id,method,confidence,evidence
NGU_126,NguoiKy,Vương Đình Huệ,Vương Đình Huệ,166170,metadata_original,1.0,metadata.csv: nguoi_ky = 'Vương Đình Huệ'
NGU_126,NguoiKy,Vương Đình Huệ,Vương Đình Huệ,166269,metadata_original,1.0,metadata.csv: nguoi_ky = 'Vương Đình Huệ'
NGU_127,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,164719,metadata_original,1.0,metadata.csv: nguoi_ky = 'Đoàn Thái Sơn'
NGU_127,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,173460,metadata_original,1.0,metadata.csv: nguoi_ky = 'Đoàn Thái Sơn'
NGU_127,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,173695,metadata_original,1.0,metadata.csv: nguoi_ky = 'Đoàn Thái Sơn'
NGU_127,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,174218,metadata_original,1.0,metadata.csv: nguoi_ky = 'Đoàn Thái Sơn'
NGU_127,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,177271,metadata_original,1.0,metadata.csv: nguoi_ky = 'Đoàn Thái Sơn'
NGU_127,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,185630,metadata_original,1.0,metadata.csv: nguoi_ky = 'Đoàn Thái Sơn'
NGU_127,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,186482,metadata_original,1.0,metadata.csv: nguoi_ky = 'Đoàn Thái Sơn'
NGU_127,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,186888,metadata_original,1.0,metadata.csv: nguoi_ky = 'Đoàn Thái Sơn'
NGU_127,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,metadata_original,1.0,metadata.csv: nguoi_ky = 'Đoàn Thái Sơn'
NGU_128,NguoiKy,Đào Minh Tú,Đào Minh Tú,168220,metadata_original,1.0,metadata.csv: nguoi_ky = 'Đào Minh Tú'
NGU_128,NguoiKy,Đào Minh Tú,Đào Minh Tú,168859,metadata_original,1.0,metadata.csv: nguoi_ky = 'Đào Minh Tú'
NGU_128,NguoiKy,Đào Minh Tú,Đào Minh Tú,38128,metadata_original,1.0,metadata.csv: nguoi_ky = 'Đào Minh Tú'
NGU_128,NguoiKy,Đào Minh Tú,Đào Minh Tú,44209,metadata_original,1.0,metadata.csv: nguoi_ky = 'Đào Minh Tú'
NGU_129,NguoiKy,Đỗ Hoàng Anh Tuấn,Đỗ Hoàng Anh Tuấn,143217,claude_llm,0.9,"KT. BỘ TRƯỞNG
THỨ TRƯỞNG
(Đã ký)
Đỗ Hoàng Anh Tuấn"
